Filename,Score
Img4.jpeg,28
Img8.jpeg,27
Img9.jpeg,26
Img5.jpeg,28
Img13.jpeg,10
Img2.jpeg,23
Img3.jpeg,21
Img12.jpeg,23
Img11.jpeg,22
Img1.jpeg,24
Img10.jpeg,29
Img6.jpeg,23
Img7.jpeg,14
